__id,carat,cut,color,clarity,depth,table,label,x,y,z
39447,0.41,3,3,4,58.9,60.0,1076,4.87,4.84,2.86
22422,1.53,2,2,2,61.3,56.0,10446,7.42,7.44,4.56
37770,0.41,3,5,3,62.1,58.0,999,4.78,4.75,2.96
37000,0.44,3,3,4,62.3,59.0,965,4.82,4.87,3.02
16251,1.2,3,2,3,62.8,59.0,6500,6.75,6.7,4.22
8587,0.9,2,6,2,60.9,57.0,4438,6.22,6.26,3.8
45464,0.55,2,4,3,61.8,57.0,1676,5.23,5.28,3.25
8677,1.11,2,2,1,59.8,60.0,4456,6.66,6.75,4.01
9793,1.01,2,5,1,61.5,56.0,4666,6.45,6.47,3.97
48218,0.56,4,2,4,61.6,56.0,1949,5.31,5.34,3.28
39927,0.42,4,5,4,61.6,57.0,1105,4.8,4.84,2.97
12419,1.09,3,5,2,62.7,58.0,5237,6.6,6.55,4.12
52692,0.69,2,3,5,63.8,53.7,2553,5.6,5.72,3.61
19426,1.0,2,6,4,60.5,59.0,8077,6.43,6.46,3.9
28410,0.35,4,6,1,62.4,55.0,669,4.54,4.53,2.83
32199,0.35,4,5,2,62.3,56.0,788,4.56,4.53,2.83
24157,1.58,4,2,3,61.4,56.0,12334,7.5,7.56,4.62
47617,0.55,4,4,4,62.0,55.0,1881,5.26,5.29,3.27
33960,0.3,4,2,2,61.7,56.0,465,4.33,4.35,2.68
19616,1.11,4,4,3,60.9,57.0,8233,6.69,6.75,4.09
2219,0.71,2,6,4,58.1,62.0,3145,5.84,5.89,3.41
52478,0.77,4,5,1,61.0,57.0,2519,5.91,5.93,3.61
348,0.72,2,4,4,62.2,58.0,2804,5.75,5.7,3.56
48597,0.7,2,1,4,63.3,55.0,1995,5.64,5.6,3.56
53714,0.76,4,4,2,62.6,56.0,2719,5.82,5.88,3.66
41993,0.43,3,3,6,62.0,59.0,1264,4.82,4.8,2.98
6523,1.1,2,3,1,63.4,56.0,4066,6.56,6.54,4.15
42502,0.57,3,5,1,60.7,57.0,1320,5.42,5.35,3.27
45611,0.52,4,3,4,60.8,55.0,1691,5.2,5.26,3.18
47319,0.23,2,5,5,60.0,56.0,530,4.03,4.07,2.43
29541,0.31,4,6,4,62.1,56.0,704,4.3,4.36,2.69
23766,2.04,1,1,2,57.7,64.0,11820,8.39,8.31,4.82
35608,0.31,2,2,6,63.1,57.0,907,4.31,4.25,2.7
19684,0.27,4,2,5,62.1,57.0,623,4.15,4.1,2.56
25029,0.34,2,3,4,62.2,55.0,640,4.48,4.52,2.8
135,0.77,2,2,4,61.3,60.0,2765,5.88,5.9,3.61
10270,1.01,4,5,1,61.1,57.0,4751,6.52,6.48,3.97
13470,1.21,3,0,5,61.7,60.0,5531,6.85,6.82,4.22
35712,0.3,3,6,3,60.9,58.0,911,4.35,4.32,2.64
8544,0.9,1,4,3,63.3,57.0,4432,6.11,6.15,3.88
20700,1.22,2,3,5,61.9,58.0,8975,6.84,6.85,4.24
46955,0.3,3,3,3,61.6,60.0,526,4.28,4.33,2.65
16704,0.32,4,0,4,61.3,57.0,421,4.41,4.43,2.71
27880,0.4,4,1,2,62.2,55.0,654,4.72,4.77,2.95
8341,1.02,4,0,3,60.7,57.0,4397,6.5,6.54,3.96
35523,0.43,2,4,3,61.2,59.0,905,4.84,4.87,2.97
1338,0.73,3,4,4,61.9,56.0,2961,5.81,5.76,3.58
14793,1.09,3,2,4,60.2,61.0,5951,6.7,6.66,4.02
13245,1.14,4,5,1,62.4,57.0,5473,6.64,6.7,4.16
31733,0.31,4,3,6,61.4,56.0,772,4.34,4.37,2.68
42576,0.51,2,2,3,60.1,59.8,1328,5.14,5.19,3.1
31761,0.44,3,3,2,61.0,60.0,772,4.88,4.93,2.99
13356,0.24,2,5,3,63.1,56.0,419,3.95,3.98,2.5
50820,0.71,4,5,2,61.5,57.0,2308,5.74,5.78,3.54
33125,0.31,2,3,6,62.5,57.0,816,4.3,4.4,2.72
14570,1.01,3,5,3,59.3,59.0,5882,6.59,6.54,3.89
12268,1.24,0,2,1,65.0,54.0,5208,6.76,6.73,4.38
43651,0.53,4,1,6,62.2,53.0,1435,5.17,5.21,3.23
19679,1.03,4,5,4,61.7,56.0,8284,6.47,6.53,4.01
45908,0.54,3,2,4,62.6,59.0,1720,5.22,5.19,3.26
45603,0.5,1,5,4,60.3,62.0,1690,5.1,5.11,3.08
39719,0.51,2,4,1,58.9,60.0,1090,5.19,5.24,3.07
7559,1.03,1,5,1,63.8,62.0,4250,6.3,6.37,4.04
50496,0.73,4,2,2,62.9,56.0,2269,5.79,5.75,3.63
13243,1.0,1,6,2,64.9,53.0,5469,6.27,6.3,4.08
53657,0.76,3,6,1,58.8,57.0,2706,6.03,5.98,3.51
38420,0.3,3,5,7,61.9,58.0,1026,4.26,4.3,2.65
37155,0.32,4,6,3,61.0,56.0,972,4.46,4.42,2.71
35669,0.35,2,4,6,62.3,56.0,909,4.53,4.57,2.83
28856,0.41,3,5,1,62.1,58.0,683,4.73,4.77,2.95
8064,0.37,4,4,2,61.3,55.0,583,4.61,4.65,2.84
23674,1.59,3,3,2,62.3,60.0,11719,7.49,7.42,4.64
2944,1.0,2,0,1,63.2,62.0,3293,6.32,6.27,3.98
28362,0.4,4,1,3,62.2,55.0,667,4.73,4.75,2.95
47668,0.37,4,3,2,61.1,56.0,531,4.64,4.66,2.84
1241,0.72,4,4,3,62.0,56.0,2943,5.77,5.75,3.57
42016,0.5,4,1,4,61.0,57.0,1266,5.11,5.13,3.12
992,1.01,2,1,0,63.1,57.0,2896,6.39,6.35,4.02
3672,0.78,3,5,4,62.5,57.0,3444,5.94,5.9,3.7
11489,1.02,4,3,2,62.4,55.0,5016,6.43,6.48,4.03
14881,1.09,3,2,3,62.3,57.0,5993,6.63,6.53,4.1
2420,0.91,0,2,2,64.8,57.0,3180,6.12,6.07,3.95
87,0.24,3,2,6,61.2,58.0,554,4.01,3.96,2.44
51309,0.31,3,5,2,62.6,60.0,544,4.31,4.35,2.71
24067,2.01,3,0,2,60.7,61.0,12209,8.15,8.1,4.93
37322,0.32,3,2,7,61.8,58.0,979,4.39,4.35,2.7
52311,0.23,2,6,5,58.9,60.0,549,4.03,3.95,2.35
39678,0.47,3,5,2,59.3,56.0,1087,5.07,5.05,3.02
34008,0.3,4,6,4,62.0,54.0,848,4.34,4.3,2.68
13685,1.01,1,3,3,63.2,57.0,5599,6.3,6.35,4.0
5458,0.63,4,6,7,61.2,53.0,3832,5.55,5.6,3.41
18805,1.51,1,4,1,64.2,61.0,7695,7.24,7.19,4.63
13990,1.01,2,3,3,62.4,58.0,5696,6.37,6.41,3.99
11370,1.13,1,4,1,56.5,62.0,4998,6.93,6.88,3.9
32796,0.31,4,5,4,61.4,56.0,804,4.38,4.35,2.68
1034,0.71,2,3,3,62.1,58.0,2905,5.65,5.71,3.53
9843,1.02,4,5,2,61.1,56.0,4675,6.51,6.45,3.96
24160,2.01,4,1,1,62.1,57.0,12338,8.07,8.03,5.0
50290,0.3,4,2,5,61.9,56.0,542,4.28,4.31,2.65
22279,1.5,3,1,7,62.9,58.0,10332,7.31,7.21,4.57
40378,0.56,4,0,3,61.4,56.0,1131,5.32,5.34,3.27
10910,0.75,2,5,6,62.3,57.0,4889,5.73,5.83,3.6
35185,0.31,4,3,7,61.6,55.0,891,4.37,4.39,2.7
37583,0.32,4,4,6,61.4,56.0,990,4.42,4.38,2.7
8957,1.14,1,3,1,63.7,58.0,4501,6.62,6.54,4.19
24213,1.54,4,1,4,61.3,55.0,12401,7.39,7.47,4.56
53838,0.77,4,2,3,62.0,56.0,2738,5.86,5.89,3.64
122,0.74,4,5,2,62.3,54.0,2762,5.8,5.83,3.62
43653,0.53,4,2,3,61.7,56.0,1435,5.17,5.21,3.2
33922,0.3,3,5,3,62.5,59.0,844,4.3,4.27,2.68
6238,0.75,4,6,4,62.0,58.0,4007,5.77,5.84,3.6
52545,0.74,3,2,3,62.1,56.0,2532,5.83,5.79,3.61
27192,2.02,3,2,2,61.1,60.0,17489,8.19,8.11,4.98
46107,0.59,4,1,6,61.0,55.0,1742,5.43,5.48,3.33
5443,1.14,3,2,1,62.2,61.0,3830,6.72,6.64,4.16
20293,1.13,3,3,6,59.3,59.0,8709,6.79,6.87,4.05
25327,2.02,4,1,1,60.9,60.0,14027,8.08,8.14,4.94
3468,1.04,3,5,1,60.1,58.0,3392,6.65,6.56,3.97
18187,1.2,2,3,2,61.9,58.0,7372,6.74,6.79,4.19
47724,0.56,4,2,4,60.2,57.0,1888,5.38,5.35,3.23
50092,0.57,4,3,5,60.7,55.0,2206,5.36,5.34,3.25
688,0.74,4,4,2,61.0,57.0,2851,5.85,5.81,3.56
12427,1.03,2,4,2,60.6,63.0,5241,6.47,6.5,3.93
23901,1.5,4,3,2,61.0,57.0,12009,7.38,7.41,4.51
45348,0.59,2,3,3,61.1,57.0,1664,5.4,5.43,3.31
47716,0.51,1,3,5,57.6,56.0,1885,5.27,5.35,3.06
19921,1.0,2,4,5,63.2,56.0,8467,6.42,6.37,4.04
41893,0.5,1,3,3,59.3,65.0,1259,5.1,5.12,3.03
6008,0.97,2,3,1,59.8,58.0,3960,6.38,6.42,3.83
40535,0.43,4,4,5,61.5,55.0,1148,4.85,4.88,2.99
52885,0.74,4,4,2,62.2,54.0,2583,5.79,5.85,3.62
25542,2.01,4,2,1,62.8,57.0,14364,8.04,7.95,5.02
35940,0.41,2,6,2,63.1,57.0,920,4.73,4.68,2.97
41439,0.48,1,3,4,58.2,59.2,1228,5.09,5.14,2.98
3089,0.84,1,3,4,63.6,57.0,3316,5.98,5.93,3.79
34459,0.34,4,6,4,60.9,56.0,865,4.51,4.56,2.76
12708,0.26,4,4,6,61.6,57.0,599,4.08,4.1,2.52
46433,0.62,3,3,4,62.9,58.0,1770,5.41,5.37,3.39
33945,0.31,4,2,2,61.3,56.0,464,4.36,4.39,2.68
32936,0.37,3,5,3,61.0,59.0,811,4.59,4.63,2.81
11272,1.14,3,6,1,60.3,58.0,4972,6.79,6.71,4.07
33760,0.4,2,3,2,63.1,56.0,840,4.75,4.72,2.99
37184,0.46,0,1,4,65.6,57.0,972,4.85,4.82,3.17
39327,0.51,0,3,2,65.2,55.0,1071,5.04,5.02,3.28
17874,1.4,4,2,1,61.2,56.0,7213,7.23,7.18,4.41
6686,0.97,4,3,1,62.7,57.0,4101,6.31,6.28,3.95
41488,0.52,4,1,3,61.9,58.0,1232,5.14,5.17,3.19
3067,0.81,3,3,4,62.1,58.0,3311,5.96,5.92,3.69
6974,1.0,3,2,2,61.8,59.0,4150,6.4,6.35,3.94
38750,0.35,4,3,7,61.1,56.0,1044,4.54,4.59,2.79
43387,0.55,2,4,2,59.5,61.0,1410,5.28,5.41,3.18
47393,0.54,4,5,3,61.9,57.0,1847,5.23,5.2,3.23
36331,0.32,3,3,5,61.2,59.0,936,4.44,4.39,2.7
19334,1.16,4,6,3,62.1,57.0,8038,6.7,6.73,4.17
44867,0.73,1,5,0,56.9,60.0,1628,5.98,5.93,3.39
26986,2.01,3,2,3,60.1,61.0,17068,8.14,8.06,4.87
5457,1.01,2,1,2,62.0,58.0,3832,6.43,6.47,4.0
43258,0.5,4,3,3,61.6,55.0,1400,5.11,5.14,3.16
16113,1.07,2,5,3,60.4,58.0,6441,6.61,6.66,4.01
3499,0.9,1,5,2,64.3,62.0,3400,6.0,6.07,3.88
21455,1.04,4,5,5,62.0,58.0,9552,6.54,6.46,4.03
34454,0.32,4,1,7,62.2,57.0,864,4.37,4.35,2.71
21580,1.7,0,2,1,64.5,55.0,9682,7.58,7.52,4.87
442,0.89,3,2,1,60.2,59.0,2815,6.26,6.23,3.76
3694,0.9,1,2,2,62.1,61.0,3447,6.07,6.11,3.78
50076,0.72,0,2,1,65.9,57.0,2203,5.6,5.54,3.67
5609,1.1,4,5,0,61.9,56.0,3872,6.59,6.63,4.09
27191,1.7,1,6,3,63.6,56.0,17485,7.56,7.5,4.79
19713,1.51,0,4,1,61.8,66.0,8287,7.18,7.16,4.43
44208,0.5,4,3,4,62.6,57.0,1569,5.05,5.08,3.17
35113,0.3,4,4,7,62.0,56.0,886,4.31,4.33,2.68
7558,1.15,2,5,1,61.7,60.0,4250,6.7,6.78,4.16
15725,1.04,3,3,3,62.6,56.0,6290,6.44,6.41,4.02
7088,0.9,2,5,2,61.8,59.0,4165,6.11,6.16,3.79
47383,0.54,3,3,4,61.1,59.0,1847,5.26,5.22,3.2
29595,0.32,3,6,2,62.2,60.0,706,4.37,4.34,2.71
49262,0.71,2,4,2,63.0,56.0,2088,5.65,5.72,3.58
16576,1.2,4,6,1,61.7,56.0,6619,6.81,6.88,4.22
48821,0.72,2,0,3,62.2,58.0,2028,5.68,5.73,3.55
33241,0.41,4,1,4,61.9,55.0,824,4.79,4.81,2.97
40085,0.33,4,2,7,62.1,55.0,1114,4.44,4.41,2.75
51352,0.71,3,4,1,60.6,58.0,2363,5.77,5.72,3.48
50118,0.65,4,2,5,61.6,58.0,2210,5.56,5.6,3.44
30036,0.39,1,4,2,63.6,58.0,718,4.6,4.65,2.94
41077,0.41,3,4,5,60.3,58.0,1192,4.83,4.79,2.9
36959,0.28,1,2,6,56.0,64.0,480,4.38,4.41,2.46
43474,0.41,4,5,7,62.1,54.0,1419,4.75,4.81,2.97
1619,0.81,4,5,1,61.8,56.0,3013,6.0,5.97,3.7
29679,0.39,4,2,3,62.3,55.0,707,4.67,4.7,2.92
42874,0.45,4,3,6,61.5,57.0,1358,4.95,4.91,3.03
53937,0.72,1,6,2,63.1,55.0,2757,5.69,5.75,3.61
1271,1.0,0,5,1,65.8,58.0,2948,6.28,6.16,4.09
35818,0.31,4,4,7,62.3,53.0,914,4.35,4.38,2.72
31071,0.33,3,3,5,61.7,59.0,752,4.39,4.42,2.72
27997,0.3,2,5,3,61.9,61.0,658,4.28,4.32,2.66
1773,0.82,2,4,2,63.9,56.9,3048,5.85,5.92,3.76
16315,1.01,1,3,4,63.7,56.0,6529,6.37,6.29,4.03
10332,1.02,2,3,2,60.8,60.0,4766,6.5,6.55,3.97
19110,1.0,2,6,4,62.7,60.0,7877,6.31,6.36,3.97
37477,0.42,3,3,4,62.5,59.0,984,4.79,4.72,2.97
38262,0.26,3,2,4,62.3,59.0,382,4.06,4.1,2.54
22015,1.5,4,1,4,61.3,57.0,10080,7.35,7.32,4.5
2674,0.71,4,5,4,62.7,57.0,3238,5.66,5.69,3.56
53624,0.3,3,1,6,62.2,58.0,552,4.28,4.31,2.67
32359,0.3,3,5,5,61.4,59.0,789,4.32,4.34,2.66
17791,1.0,3,5,3,63.0,58.0,7168,6.25,6.22,3.93
4448,0.7,4,6,4,62.8,53.4,3618,5.64,5.68,3.55
10985,1.01,1,5,2,63.4,59.0,4912,6.34,6.38,4.03
25661,2.02,3,2,2,62.2,59.0,14574,8.09,8.05,5.02
36804,0.3,3,3,7,60.2,58.0,956,4.39,4.35,2.63
46568,0.71,1,5,1,57.5,58.0,1783,5.91,5.89,3.39
23885,1.57,3,6,2,62.2,59.0,11976,7.37,7.45,4.61
20910,1.66,2,3,1,58.5,62.0,9123,7.73,7.79,4.54
334,0.7,1,3,4,65.1,58.0,2803,5.56,5.59,3.63
20364,1.7,4,0,2,60.9,57.0,8758,7.73,7.66,4.69
48586,0.54,4,6,3,61.1,57.0,1993,5.29,5.19,3.2
17389,0.32,4,3,2,61.3,57.0,612,4.4,4.37,2.69
14066,0.3,4,2,5,61.2,57.0,605,4.31,4.32,2.64
48332,0.7,2,0,2,61.1,60.0,1959,5.66,5.7,3.47
43156,0.5,1,5,3,64.9,59.0,1389,4.89,4.94,3.19
52622,0.32,1,6,2,63.7,55.0,550,4.31,4.33,2.75
827,0.7,4,2,6,62.3,58.0,2866,5.66,5.7,3.54
24040,0.38,3,2,2,59.7,60.0,633,4.66,4.68,2.79
18777,1.36,3,5,1,61.1,58.0,7677,7.21,7.13,4.38
41631,0.32,3,2,1,60.4,59.0,504,4.42,4.39,2.66
35026,0.4,2,5,2,63.2,58.0,882,4.7,4.66,2.96
33793,0.4,3,1,6,62.7,59.0,842,4.67,4.71,2.94
44082,0.5,2,5,4,61.6,59.0,1554,5.06,5.14,3.14
49925,0.7,2,3,2,63.5,61.0,2184,5.64,5.61,3.57
4339,1.5,3,2,0,61.1,59.0,3599,7.37,7.26,4.47
25466,1.5,3,3,4,62.7,58.0,14234,7.3,7.25,4.56
21266,1.57,4,2,2,61.8,55.0,9416,7.47,7.51,4.63
20393,0.31,1,2,5,63.7,55.0,625,4.28,4.32,2.74
27081,2.6,3,0,1,58.3,61.0,17209,9.05,8.94,5.24
12069,1.08,2,2,3,62.2,57.0,5155,6.5,6.55,4.06
22306,1.54,1,1,4,63.6,60.0,10349,7.33,7.3,4.65
31764,0.35,4,2,6,60.9,57.0,773,4.55,4.58,2.78
46946,0.52,4,5,3,61.9,56.0,1815,5.16,5.12,3.18
48549,0.74,1,2,3,59.2,64.0,1989,5.79,5.66,3.4
47466,0.5,4,3,5,62.8,57.0,1858,5.07,5.05,3.18
19496,1.14,2,4,3,59.0,60.0,8131,6.84,6.81,4.03
28372,0.37,4,2,4,61.8,55.0,668,4.63,4.66,2.87
17694,1.27,3,3,2,61.4,59.0,7133,6.98,6.94,4.27
29854,0.3,2,6,3,62.9,56.0,710,4.24,4.28,2.68
1091,0.71,4,3,3,60.6,56.0,2911,5.76,5.8,3.5
20263,1.01,3,4,5,61.8,55.0,8688,6.45,6.36,3.96
26451,2.3,3,2,1,62.7,56.0,15992,8.46,8.42,5.29
19465,1.5,3,6,1,62.6,59.0,8108,7.2,7.23,4.52
347,0.72,4,4,4,61.7,57.0,2804,5.74,5.77,3.55
52315,0.23,3,3,5,58.1,59.0,550,4.09,4.03,2.36
34871,0.3,3,3,5,62.9,55.0,878,4.28,4.24,2.68
15785,1.05,4,5,2,60.7,55.0,6316,6.62,6.67,4.03
36365,0.33,4,4,6,61.9,55.0,939,4.46,4.47,2.76
14772,1.06,4,6,2,62.7,54.0,5946,6.52,6.55,4.1
20022,0.32,2,1,2,61.6,61.0,421,4.36,4.4,2.7
1859,0.71,4,4,4,62.1,57.0,3066,5.73,5.76,3.57
46052,0.54,4,5,4,62.6,55.0,1732,5.2,5.22,3.26
51928,0.93,1,0,2,63.7,54.0,2438,6.15,6.09,3.9
36514,0.4,1,1,7,62.3,62.0,945,4.69,4.72,2.93
1996,0.52,4,5,6,61.8,55.0,3097,5.19,5.2,3.21
4141,1.13,3,2,0,62.7,59.0,3544,6.63,6.58,4.14
36384,0.38,3,6,2,58.9,61.0,941,4.79,4.75,2.81
46395,0.72,3,3,1,59.1,61.0,1764,5.89,5.85,3.47
25416,2.36,4,2,1,61.8,56.0,14146,8.57,8.53,5.28
13874,1.14,3,3,2,62.3,59.0,5650,6.69,6.66,4.16
3716,0.73,4,5,2,61.5,56.0,3453,5.79,5.82,3.57
46112,0.53,4,2,6,61.6,54.0,1743,5.2,5.25,3.22
47409,0.5,4,4,5,62.3,57.0,1850,5.06,5.08,3.16
17315,1.01,4,3,3,62.7,54.0,6937,6.43,6.47,4.04
42843,0.41,4,4,6,61.8,55.0,1356,4.78,4.76,2.95
49091,0.71,2,0,4,63.3,57.0,2062,5.59,5.69,3.57
5260,0.8,4,4,4,61.2,56.0,3793,6.01,5.98,3.67
40915,0.42,4,6,4,62.1,56.0,1179,4.78,4.82,2.98
37903,0.41,4,4,4,61.3,55.0,1007,4.79,4.83,2.95
52357,0.74,4,5,1,59.2,59.0,2501,5.92,5.97,3.52
6178,0.81,2,4,5,63.1,56.0,3992,5.99,5.9,3.75
49588,0.7,3,5,1,62.0,55.0,2135,5.65,5.61,3.49
10664,1.2,3,1,1,61.5,58.0,4838,6.82,6.77,4.18
27168,2.01,2,1,3,63.8,59.0,17422,7.89,7.85,5.02
30867,0.33,3,3,3,62.0,58.0,743,4.45,4.42,2.75
2949,1.01,0,5,1,64.6,59.0,3294,6.22,6.18,4.01
22036,0.31,4,2,3,62.0,57.0,628,4.38,4.33,2.7
12595,1.21,3,1,2,62.0,56.0,5285,6.89,6.83,4.25
49040,0.66,1,3,4,59.0,62.0,2055,5.66,5.72,3.35
25220,1.5,4,3,4,61.3,53.9,13820,7.37,7.42,4.53
45575,0.52,2,3,4,61.1,58.0,1689,5.16,5.19,3.16
30998,0.35,4,4,3,62.1,54.0,747,4.55,4.58,2.83
26844,2.07,4,0,5,62.7,54.0,16769,8.17,8.12,5.11
20372,0.31,3,3,4,61.2,60.0,625,4.3,4.33,2.64
35536,0.34,3,4,4,60.0,59.0,905,4.59,4.55,2.74
37237,0.4,4,5,3,62.0,57.0,975,4.7,4.66,2.9
10016,1.02,4,3,2,60.3,56.0,4708,6.57,6.54,3.95
23857,2.1,0,3,1,61.4,66.0,11946,8.26,8.19,5.05
16316,1.31,3,2,1,60.8,58.0,6529,7.13,7.08,4.32
13166,1.24,2,1,4,61.4,63.0,5444,6.89,6.88,4.23
21816,1.34,4,3,4,62.7,57.0,9890,7.04,7.1,4.43
35816,0.31,4,4,7,62.1,54.0,914,4.38,4.41,2.73
39460,0.4,2,6,5,58.3,59.0,1078,4.88,4.9,2.85
29950,0.33,4,1,2,61.5,57.0,445,4.46,4.49,2.75
29519,0.43,4,0,4,61.7,58.0,703,4.8,4.84,2.98
1769,0.73,0,6,4,66.0,54.0,3047,5.56,5.66,3.7
19805,1.73,1,5,0,63.6,59.0,8370,7.6,7.56,4.82
42043,0.48,1,4,4,61.5,60.7,1268,4.99,5.05,3.09
21533,1.64,2,2,1,60.7,59.0,9632,7.61,7.65,4.63
43670,0.5,1,4,3,63.3,57.0,1436,5.02,5.06,3.19
32258,0.36,2,5,3,62.1,59.0,789,4.55,4.59,2.84
4342,0.78,2,5,4,60.0,56.0,3601,6.0,6.03,3.61
35297,0.3,3,2,3,61.8,60.0,473,4.26,4.31,2.65
40578,0.5,2,3,2,62.4,52.0,1153,5.1,5.15,3.2
32696,0.31,4,4,3,60.8,56.0,802,4.41,4.38,2.67
11428,1.01,2,5,2,63.1,60.0,5002,6.37,6.34,4.01
17824,1.08,4,3,3,62.3,54.0,7187,6.59,6.61,4.11
11347,1.01,2,4,2,63.5,59.0,4989,6.38,6.29,4.02
6888,1.22,3,0,1,62.2,60.0,4132,6.89,6.77,4.25
39125,0.41,4,3,3,61.4,55.0,1061,4.8,4.75,2.93
51285,0.57,4,4,5,62.0,55.0,2360,5.31,5.3,3.29
17937,1.05,3,4,3,62.3,59.0,7244,6.5,6.46,4.04
48722,0.52,4,3,5,60.8,57.0,2012,5.21,5.16,3.15
53826,0.7,2,4,3,61.7,63.0,2737,5.61,5.64,3.47
50453,0.7,3,4,2,60.5,58.0,2264,5.77,5.84,3.51
4821,0.9,3,4,1,60.5,57.0,3704,6.23,6.2,3.76
4409,0.31,4,1,6,62.1,56.0,571,4.35,4.38,2.71
24234,1.57,4,4,2,61.1,55.0,12432,7.55,7.53,4.61
43429,0.53,2,6,2,60.9,59.0,1415,5.18,5.2,3.16
869,0.7,1,5,2,61.4,64.0,2872,5.66,5.71,3.49
53577,0.54,1,5,6,60.3,61.0,2697,5.3,5.32,3.2
28457,0.33,2,3,5,63.0,56.0,672,4.42,4.47,2.8
26895,2.18,2,3,1,63.1,58.0,16878,8.29,8.23,5.21
50495,0.7,3,4,2,61.8,59.0,2268,5.76,5.67,3.53
108,0.74,4,1,5,62.3,55.0,2761,5.77,5.81,3.61
11583,1.2,4,0,4,61.8,55.0,5040,6.81,6.76,4.19
14376,0.3,4,2,5,61.5,56.0,605,4.33,4.35,2.67
25305,2.01,1,1,2,63.8,57.0,13976,7.95,7.91,5.06
1986,0.7,2,5,4,63.4,57.0,3095,5.63,5.67,3.58
6245,1.03,4,0,1,62.1,54.0,4008,6.47,6.51,4.03
30595,0.31,4,6,3,62.0,55.0,734,4.36,4.38,2.71
53114,0.7,4,1,4,61.9,56.0,2616,5.69,5.72,3.53
53096,0.75,4,1,4,63.0,57.0,2613,5.8,5.82,3.66
16278,1.51,4,1,3,60.7,57.0,6511,7.42,7.35,4.48
39612,0.35,4,2,2,62.3,57.0,491,4.5,4.55,2.82
50234,0.7,4,3,1,62.6,55.0,2232,5.66,5.69,3.55
45471,0.5,3,5,3,62.0,58.0,1676,5.09,5.07,3.15
41461,0.41,3,3,6,60.0,59.0,1230,4.84,4.83,2.9
27067,2.56,3,0,2,61.4,58.0,17186,8.76,8.73,5.37
25727,2.03,2,5,1,63.1,56.0,14646,8.01,7.99,5.05
26286,2.09,2,4,1,60.2,61.0,15773,8.32,8.29,5.0
5473,0.93,2,2,2,59.3,61.0,3838,6.33,6.39,3.77
17075,1.05,2,4,3,62.8,57.0,6808,6.45,6.48,4.06
34652,0.31,4,5,3,61.4,54.0,872,4.4,4.33,2.68
50255,0.7,3,1,4,61.7,61.0,2234,5.69,5.63,3.49
48713,0.7,3,2,3,61.7,59.0,2010,5.66,5.68,3.5
50131,0.63,3,4,3,61.0,61.0,2211,5.6,5.49,3.38
8959,0.91,1,4,4,63.1,59.0,4502,6.14,6.19,3.89
4408,0.31,4,6,2,62.6,57.0,571,4.3,4.32,2.7
44327,0.33,2,2,3,62.8,59.0,521,4.38,4.44,2.77
24811,2.06,3,1,1,62.7,60.0,13198,8.11,8.06,5.07
12090,1.23,4,4,1,61.9,56.0,5163,6.89,6.93,4.28
7631,0.96,2,3,2,60.3,57.0,4265,6.35,6.38,3.84
32710,0.31,4,4,3,61.8,56.0,802,4.37,4.33,2.69
24718,0.3,2,5,4,63.8,59.0,640,4.21,4.22,2.69
18891,1.3,2,2,4,61.9,56.0,7747,6.97,7.05,4.34
46822,0.7,3,2,1,60.5,61.0,1808,5.75,5.72,3.47
48299,0.75,2,0,2,63.1,57.0,1958,5.79,5.74,3.64
36046,0.34,2,3,7,61.0,56.0,924,4.5,4.54,2.76
38290,0.28,2,5,4,60.2,58.0,487,4.23,4.27,2.56
35582,0.35,4,4,3,62.2,55.0,906,4.53,4.48,2.8
7955,1.45,0,4,0,64.8,67.0,4320,7.16,7.0,4.64
7815,1.0,4,2,1,59.4,55.0,4295,6.59,6.65,3.93
7819,1.0,0,3,2,64.4,57.0,4295,6.32,6.28,4.06
45988,0.3,1,2,4,63.3,56.0,526,4.26,4.3,2.71
4994,0.9,3,6,1,62.3,58.0,3740,6.27,6.05,3.84
22742,3.01,0,2,0,56.1,62.0,10761,9.54,9.38,5.31
30754,0.25,3,4,6,60.7,59.0,740,4.1,4.07,2.48
37860,0.44,3,5,3,60.4,59.0,1003,4.9,4.93,2.97
39769,0.36,4,5,4,61.7,56.0,1094,4.58,4.56,2.82
30072,0.32,4,4,1,61.7,56.0,720,4.44,4.41,2.73
44277,0.52,4,5,3,61.5,56.0,1576,5.18,5.2,3.19
44392,0.51,2,5,4,58.1,60.0,1583,5.28,5.32,3.08
15975,1.35,4,0,2,62.3,57.0,6396,7.08,7.02,4.39
34349,0.35,4,6,4,60.1,57.0,862,4.58,4.61,2.76
45593,0.52,4,2,3,61.7,55.0,1689,5.2,5.23,3.22
48367,0.56,2,6,3,62.8,57.0,1963,5.25,5.29,3.31
45417,0.55,4,5,2,60.7,57.0,1668,5.3,5.27,3.21
24637,1.59,4,2,5,62.6,54.0,12971,7.43,7.47,4.67
1401,0.32,4,3,4,61.8,55.0,559,4.42,4.45,2.74
21906,1.52,2,2,2,62.5,59.0,9973,7.26,7.37,4.57
31055,0.38,4,5,3,61.9,57.0,751,4.61,4.66,2.87
45367,0.55,4,5,3,61.5,57.0,1665,5.25,5.29,3.24
17433,1.29,3,2,3,62.4,57.0,6987,6.98,6.92,4.34
37780,0.38,2,5,5,61.8,56.0,1000,4.66,4.68,2.88
28914,0.3,2,2,6,63.0,56.0,684,4.24,4.27,2.68
